campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_twitter_20251026,twitter,video,https://ec.example.com/products?campaign=C001,13921,346,13953.67,2025-10-26,twitter,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_google_20251026,google,video,https://ec.example.com/products?campaign=C001,6027,170,14969.39,2025-10-26,google,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_youtube_20251026,youtube,carousel,https://ec.example.com/products?campaign=C001,7007,153,15320.57,2025-10-26,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_instagram_20251026,instagram,banner,https://ec.example.com/products?campaign=C001,6753,256,15854.69,2025-10-26,instagram,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_google_20251026,google,story,https://ec.example.com/products?campaign=C002,14704,400,30087.86,2025-10-26,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20251026,facebook,story,https://ec.example.com/products?campaign=C002,12784,407,27549.84,2025-10-26,facebook,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20251026,youtube,carousel,https://ec.example.com/products?campaign=C002,14719,270,25646.15,2025-10-26,youtube,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20251026,instagram,video,https://ec.example.com/products?campaign=C003,7456,293,16442.11,2025-10-26,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_twitter_20251026,twitter,banner,https://ec.example.com/products?campaign=C003,16106,341,14686.02,2025-10-26,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251026,facebook,banner,https://ec.example.com/products?campaign=C003,9468,270,16847.65,2025-10-26,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_facebook_20251026,facebook,banner,https://ec.example.com/products?campaign=C004,16368,425,24411.84,2025-10-26,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_youtube_20251026,youtube,image,https://ec.example.com/products?campaign=C004,10391,201,23632.71,2025-10-26,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_google_20251026,google,image,https://ec.example.com/products?campaign=C004,14172,318,23589.24,2025-10-26,google,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_facebook_20251026,facebook,carousel,https://ec.example.com/products?campaign=C005,12451,412,27530.97,2025-10-26,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_google_20251026,google,video,https://ec.example.com/products?campaign=C005,17407,412,28464.96,2025-10-26,google,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_google_20251026,google,banner,https://ec.example.com/products?campaign=C006,8304,186,16487.23,2025-10-26,google,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20251026,youtube,story,https://ec.example.com/products?campaign=C006,9099,159,18574.98,2025-10-26,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_facebook_20251026,facebook,image,https://ec.example.com/products?campaign=C007,11847,322,21465.21,2025-10-26,facebook,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_youtube_20251026,youtube,story,https://ec.example.com/products?campaign=C007,10827,200,20283.34,2025-10-26,youtube,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_google_20251026,google,banner,https://ec.example.com/products?campaign=C008,10753,280,23541.84,2025-10-26,google,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_instagram_20251026,instagram,video,https://ec.example.com/products?campaign=C008,9978,394,23287.8,2025-10-26,instagram,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_twitter_20251026,twitter,video,https://ec.example.com/products?campaign=C008,18289,450,20542.17,2025-10-26,twitter,cpc,ワンピース-セール,ドレス
