campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_youtube_20251124,youtube,image,https://ec.example.com/products?campaign=C001,5930,121,10679.23,2025-11-24,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_twitter_20251124,twitter,image,https://ec.example.com/products?campaign=C001,9144,205,11258.48,2025-11-24,twitter,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_google_20251124,google,image,https://ec.example.com/products?campaign=C001,5429,148,12195.53,2025-11-24,google,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_facebook_20251124,facebook,image,https://ec.example.com/products?campaign=C001,5883,196,11612.2,2025-11-24,facebook,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_instagram_20251124,instagram,video,https://ec.example.com/products?campaign=C002,11676,350,20240.52,2025-11-24,instagram,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_google_20251124,google,carousel,https://ec.example.com/products?campaign=C002,11297,319,21334.18,2025-11-24,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20251124,twitter,video,https://ec.example.com/products?campaign=C002,24022,483,20774.82,2025-11-24,twitter,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_twitter_20251124,twitter,image,https://ec.example.com/products?campaign=C003,13374,280,13701.06,2025-11-24,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_instagram_20251124,instagram,image,https://ec.example.com/products?campaign=C003,5750,205,12062.61,2025-11-24,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_youtube_20251124,youtube,story,https://ec.example.com/products?campaign=C003,6143,138,11693.79,2025-11-24,youtube,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_twitter_20251124,twitter,image,https://ec.example.com/products?campaign=C004,26752,650,29656.05,2025-11-24,twitter,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_youtube_20251124,youtube,story,https://ec.example.com/products?campaign=C004,16443,294,31327.1,2025-11-24,youtube,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_google_20251124,google,video,https://ec.example.com/products?campaign=C005,11721,291,23026.84,2025-11-24,google,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_facebook_20251124,facebook,story,https://ec.example.com/products?campaign=C005,10534,303,21727.09,2025-11-24,facebook,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_twitter_20251124,twitter,carousel,https://ec.example.com/products?campaign=C006,5882,132,7779.03,2025-11-24,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_facebook_20251124,facebook,image,https://ec.example.com/products?campaign=C006,4326,113,7828.16,2025-11-24,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20251124,youtube,video,https://ec.example.com/products?campaign=C006,3022,68,7282.45,2025-11-24,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20251124,google,carousel,https://ec.example.com/products?campaign=C006,3350,88,7859.36,2025-11-24,google,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_google_20251124,google,banner,https://ec.example.com/products?campaign=C007,5865,152,12134.46,2025-11-24,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_instagram_20251124,instagram,image,https://ec.example.com/products?campaign=C007,4626,179,10871.33,2025-11-24,instagram,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_youtube_20251124,youtube,video,https://ec.example.com/products?campaign=C007,4147,93,11093.18,2025-11-24,youtube,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_instagram_20251124,instagram,story,https://ec.example.com/products?campaign=C008,7289,237,17920.62,2025-11-24,instagram,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20251124,facebook,story,https://ec.example.com/products?campaign=C008,8938,308,16800.81,2025-11-24,facebook,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_google_20251124,google,banner,https://ec.example.com/products?campaign=C008,11216,241,17991.47,2025-11-24,google,cpc,ワンピース-セール,ドレス
