campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_youtube_20251101,youtube,banner,https://ec.example.com/products?campaign=C001,10345,229,21596.97,2025-11-01,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_instagram_20251101,instagram,banner,https://ec.example.com/products?campaign=C001,6635,234,19017.51,2025-11-01,instagram,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_google_20251101,google,banner,https://ec.example.com/products?campaign=C001,9125,218,18527.69,2025-11-01,google,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_youtube_20251101,youtube,video,https://ec.example.com/products?campaign=C002,12200,275,29242.88,2025-11-01,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20251101,facebook,story,https://ec.example.com/products?campaign=C002,16303,471,29900.59,2025-11-01,facebook,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20251101,twitter,banner,https://ec.example.com/products?campaign=C002,27934,653,28475.69,2025-11-01,twitter,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_twitter_20251101,twitter,story,https://ec.example.com/products?campaign=C003,10417,235,12129.41,2025-11-01,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_instagram_20251101,instagram,image,https://ec.example.com/products?campaign=C003,5207,195,11081.19,2025-11-01,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20251101,google,story,https://ec.example.com/products?campaign=C003,5874,166,11188.24,2025-11-01,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251101,facebook,image,https://ec.example.com/products?campaign=C003,6688,217,11621.83,2025-11-01,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_facebook_20251101,facebook,banner,https://ec.example.com/products?campaign=C004,24770,646,37520.55,2025-11-01,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_youtube_20251101,youtube,story,https://ec.example.com/products?campaign=C004,19674,423,34473.12,2025-11-01,youtube,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_twitter_20251101,twitter,banner,https://ec.example.com/products?campaign=C005,15241,323,17433.77,2025-11-01,twitter,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_google_20251101,google,carousel,https://ec.example.com/products?campaign=C005,10347,258,18127.85,2025-11-01,google,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_youtube_20251101,youtube,banner,https://ec.example.com/products?campaign=C005,7957,156,17111.04,2025-11-01,youtube,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_google_20251101,google,image,https://ec.example.com/products?campaign=C006,9439,215,18360.37,2025-11-01,google,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_twitter_20251101,twitter,banner,https://ec.example.com/products?campaign=C006,18978,406,19159.64,2025-11-01,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_instagram_20251101,instagram,banner,https://ec.example.com/products?campaign=C007,6979,261,21615.19,2025-11-01,instagram,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_facebook_20251101,facebook,story,https://ec.example.com/products?campaign=C007,10054,308,20937.12,2025-11-01,facebook,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_instagram_20251101,instagram,video,https://ec.example.com/products?campaign=C008,6966,253,17277.01,2025-11-01,instagram,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_twitter_20251101,twitter,video,https://ec.example.com/products?campaign=C008,17726,392,16677.19,2025-11-01,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_youtube_20251101,youtube,carousel,https://ec.example.com/products?campaign=C008,8394,173,15435.57,2025-11-01,youtube,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_google_20251101,google,carousel,https://ec.example.com/products?campaign=C008,7172,168,15167.46,2025-11-01,google,cpc,ワンピース-セール,ドレス
