campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_facebook_20251117,facebook,image,https://ec.example.com/products?campaign=C001,15214,459,22134.16,2025-11-17,facebook,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_twitter_20251117,twitter,image,https://ec.example.com/products?campaign=C001,23398,447,24694.85,2025-11-17,twitter,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_instagram_20251117,instagram,banner,https://ec.example.com/products?campaign=C002,8295,262,17747.54,2025-11-17,instagram,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20251117,twitter,image,https://ec.example.com/products?campaign=C002,13805,332,18206.66,2025-11-17,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20251117,youtube,video,https://ec.example.com/products?campaign=C002,6353,138,16145.75,2025-11-17,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20251117,facebook,carousel,https://ec.example.com/products?campaign=C002,9637,300,16603.67,2025-11-17,facebook,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20251117,instagram,image,https://ec.example.com/products?campaign=C003,3282,123,8508.41,2025-11-17,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20251117,google,banner,https://ec.example.com/products?campaign=C003,6520,157,10281.61,2025-11-17,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_youtube_20251117,youtube,carousel,https://ec.example.com/products?campaign=C003,6477,114,9894.02,2025-11-17,youtube,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251117,facebook,video,https://ec.example.com/products?campaign=C003,5960,205,10293.25,2025-11-17,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_youtube_20251117,youtube,video,https://ec.example.com/products?campaign=C004,7503,164,18741.37,2025-11-17,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_twitter_20251117,twitter,image,https://ec.example.com/products?campaign=C004,14964,369,18224.81,2025-11-17,twitter,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_instagram_20251117,instagram,video,https://ec.example.com/products?campaign=C004,6457,257,18277.74,2025-11-17,instagram,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_youtube_20251117,youtube,image,https://ec.example.com/products?campaign=C005,6930,157,13375.19,2025-11-17,youtube,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_facebook_20251117,facebook,carousel,https://ec.example.com/products?campaign=C005,6978,223,14681.53,2025-11-17,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_google_20251117,google,image,https://ec.example.com/products?campaign=C005,9936,228,15359.75,2025-11-17,google,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_instagram_20251117,instagram,carousel,https://ec.example.com/products?campaign=C006,2904,104,7338.0,2025-11-17,instagram,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_twitter_20251117,twitter,image,https://ec.example.com/products?campaign=C006,8191,176,7503.61,2025-11-17,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20251117,youtube,story,https://ec.example.com/products?campaign=C006,3545,61,7160.48,2025-11-17,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_facebook_20251117,facebook,video,https://ec.example.com/products?campaign=C006,3176,109,7309.61,2025-11-17,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_google_20251117,google,story,https://ec.example.com/products?campaign=C007,8104,207,15384.45,2025-11-17,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_facebook_20251117,facebook,banner,https://ec.example.com/products?campaign=C007,10202,340,17852.03,2025-11-17,facebook,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_youtube_20251117,youtube,carousel,https://ec.example.com/products?campaign=C008,9883,175,17821.16,2025-11-17,youtube,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20251117,facebook,image,https://ec.example.com/products?campaign=C008,10442,298,17983.64,2025-11-17,facebook,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_twitter_20251117,twitter,banner,https://ec.example.com/products?campaign=C008,13414,294,16505.09,2025-11-17,twitter,cpc,ワンピース-セール,ドレス
