campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_youtube_20250916,youtube,story,https://ec.example.com/products?campaign=C001,9264,190,21237.37,2025-09-16,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_instagram_20250916,instagram,story,https://ec.example.com/products?campaign=C001,14805,447,25143.77,2025-09-16,instagram,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_twitter_20250916,twitter,carousel,https://ec.example.com/products?campaign=C002,13518,314,15699.49,2025-09-16,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20250916,facebook,video,https://ec.example.com/products?campaign=C002,8096,252,18125.69,2025-09-16,facebook,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20250916,youtube,video,https://ec.example.com/products?campaign=C002,9249,187,16111.31,2025-09-16,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_google_20250916,google,carousel,https://ec.example.com/products?campaign=C002,7479,214,15289.36,2025-09-16,google,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_facebook_20250916,facebook,video,https://ec.example.com/products?campaign=C003,6773,188,12292.49,2025-09-16,facebook,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20250916,google,story,https://ec.example.com/products?campaign=C003,6862,161,12558.0,2025-09-16,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_instagram_20250916,instagram,story,https://ec.example.com/products?campaign=C003,5778,193,11816.53,2025-09-16,instagram,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_twitter_20250916,twitter,banner,https://ec.example.com/products?campaign=C004,16177,390,19105.2,2025-09-16,twitter,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_facebook_20250916,facebook,story,https://ec.example.com/products?campaign=C004,12291,384,18438.63,2025-09-16,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_google_20250916,google,carousel,https://ec.example.com/products?campaign=C004,8340,216,19926.83,2025-09-16,google,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_facebook_20250916,facebook,banner,https://ec.example.com/products?campaign=C005,6244,181,11029.23,2025-09-16,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_instagram_20250916,instagram,carousel,https://ec.example.com/products?campaign=C005,4558,143,11074.0,2025-09-16,instagram,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_youtube_20250916,youtube,banner,https://ec.example.com/products?campaign=C005,5491,97,10246.71,2025-09-16,youtube,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_google_20250916,google,image,https://ec.example.com/products?campaign=C005,5939,168,10987.35,2025-09-16,google,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_facebook_20250916,facebook,story,https://ec.example.com/products?campaign=C006,9203,282,14204.36,2025-09-16,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20250916,google,carousel,https://ec.example.com/products?campaign=C006,6865,182,14710.38,2025-09-16,google,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_instagram_20250916,instagram,image,https://ec.example.com/products?campaign=C007,7414,293,16989.45,2025-09-16,instagram,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_facebook_20250916,facebook,story,https://ec.example.com/products?campaign=C007,7396,244,17148.73,2025-09-16,facebook,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_google_20250916,google,banner,https://ec.example.com/products?campaign=C008,7147,155,13859.48,2025-09-16,google,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_instagram_20250916,instagram,carousel,https://ec.example.com/products?campaign=C008,7117,217,12399.01,2025-09-16,instagram,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_youtube_20250916,youtube,video,https://ec.example.com/products?campaign=C008,6661,134,11877.22,2025-09-16,youtube,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20250916,facebook,banner,https://ec.example.com/products?campaign=C008,8270,225,13670.97,2025-09-16,facebook,cpc,ワンピース-セール,ドレス
