campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_google_20251116,google,banner,https://ec.example.com/products?campaign=C001,6058,165,14816.02,2025-11-16,google,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_facebook_20251116,facebook,banner,https://ec.example.com/products?campaign=C001,6687,193,13848.03,2025-11-16,facebook,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_twitter_20251116,twitter,carousel,https://ec.example.com/products?campaign=C001,16569,365,14834.21,2025-11-16,twitter,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_youtube_20251116,youtube,video,https://ec.example.com/products?campaign=C001,7677,157,15649.82,2025-11-16,youtube,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_google_20251116,google,video,https://ec.example.com/products?campaign=C002,8515,235,21045.4,2025-11-16,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20251116,twitter,image,https://ec.example.com/products?campaign=C002,18702,430,21228.64,2025-11-16,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_instagram_20251116,instagram,carousel,https://ec.example.com/products?campaign=C002,8227,282,21849.14,2025-11-16,instagram,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20251116,youtube,image,https://ec.example.com/products?campaign=C002,7837,180,20803.36,2025-11-16,youtube,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20251116,instagram,story,https://ec.example.com/products?campaign=C003,4051,152,11836.42,2025-11-16,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20251116,google,banner,https://ec.example.com/products?campaign=C003,7077,166,12756.59,2025-11-16,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_youtube_20251116,youtube,story,https://ec.example.com/products?campaign=C003,8500,156,12597.76,2025-11-16,youtube,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251116,facebook,carousel,https://ec.example.com/products?campaign=C003,5331,164,11239.54,2025-11-16,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_youtube_20251116,youtube,image,https://ec.example.com/products?campaign=C004,8601,176,19112.93,2025-11-16,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_facebook_20251116,facebook,video,https://ec.example.com/products?campaign=C004,13083,355,18796.35,2025-11-16,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_instagram_20251116,instagram,image,https://ec.example.com/products?campaign=C004,7260,219,18055.64,2025-11-16,instagram,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_twitter_20251116,twitter,carousel,https://ec.example.com/products?campaign=C004,14668,306,18082.52,2025-11-16,twitter,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_facebook_20251116,facebook,image,https://ec.example.com/products?campaign=C005,16034,448,26065.9,2025-11-16,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_twitter_20251116,twitter,story,https://ec.example.com/products?campaign=C005,28416,696,28219.97,2025-11-16,twitter,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_youtube_20251116,youtube,story,https://ec.example.com/products?campaign=C006,7556,162,17780.75,2025-11-16,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20251116,google,story,https://ec.example.com/products?campaign=C006,9366,213,16621.14,2025-11-16,google,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_google_20251116,google,banner,https://ec.example.com/products?campaign=C007,4946,140,9899.18,2025-11-16,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_twitter_20251116,twitter,image,https://ec.example.com/products?campaign=C007,7975,171,10244.12,2025-11-16,twitter,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_youtube_20251116,youtube,carousel,https://ec.example.com/products?campaign=C007,5271,101,11311.16,2025-11-16,youtube,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_instagram_20251116,instagram,story,https://ec.example.com/products?campaign=C007,4244,127,10472.05,2025-11-16,instagram,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_youtube_20251116,youtube,carousel,https://ec.example.com/products?campaign=C008,13339,232,21436.63,2025-11-16,youtube,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_google_20251116,google,story,https://ec.example.com/products?campaign=C008,9300,243,21004.64,2025-11-16,google,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20251116,facebook,carousel,https://ec.example.com/products?campaign=C008,14131,483,23367.73,2025-11-16,facebook,cpc,ワンピース-セール,ドレス
