campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_youtube_20251022,youtube,story,https://ec.example.com/products?campaign=C001,14253,255,24825.82,2025-10-22,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_facebook_20251022,facebook,image,https://ec.example.com/products?campaign=C001,15240,414,21675.52,2025-10-22,facebook,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_twitter_20251022,twitter,carousel,https://ec.example.com/products?campaign=C002,40512,833,36325.57,2025-10-22,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20251022,youtube,banner,https://ec.example.com/products?campaign=C002,18280,354,30836.72,2025-10-22,youtube,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_google_20251022,google,story,https://ec.example.com/products?campaign=C003,8550,240,17243.55,2025-10-22,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251022,facebook,video,https://ec.example.com/products?campaign=C003,8926,286,17343.81,2025-10-22,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_google_20251022,google,video,https://ec.example.com/products?campaign=C004,7387,203,13080.03,2025-10-22,google,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_youtube_20251022,youtube,banner,https://ec.example.com/products?campaign=C004,6342,118,13074.96,2025-10-22,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_facebook_20251022,facebook,video,https://ec.example.com/products?campaign=C004,5246,179,12743.49,2025-10-22,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_twitter_20251022,twitter,video,https://ec.example.com/products?campaign=C004,10481,255,14373.1,2025-10-22,twitter,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_facebook_20251022,facebook,carousel,https://ec.example.com/products?campaign=C005,9866,324,22491.23,2025-10-22,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_youtube_20251022,youtube,carousel,https://ec.example.com/products?campaign=C005,13786,239,20597.15,2025-10-22,youtube,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_twitter_20251022,twitter,story,https://ec.example.com/products?campaign=C006,6432,142,6522.74,2025-10-22,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20251022,google,story,https://ec.example.com/products?campaign=C006,3266,70,6523.25,2025-10-22,google,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20251022,youtube,story,https://ec.example.com/products?campaign=C006,3899,73,6871.66,2025-10-22,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_instagram_20251022,instagram,story,https://ec.example.com/products?campaign=C006,2473,97,7373.54,2025-10-22,instagram,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_google_20251022,google,banner,https://ec.example.com/products?campaign=C007,6728,161,15228.53,2025-10-22,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_facebook_20251022,facebook,video,https://ec.example.com/products?campaign=C007,8367,283,16032.47,2025-10-22,facebook,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_twitter_20251022,twitter,story,https://ec.example.com/products?campaign=C008,21229,481,24343.22,2025-10-22,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20251022,facebook,carousel,https://ec.example.com/products?campaign=C008,13397,378,24197.5,2025-10-22,facebook,cpc,ワンピース-セール,ドレス
