campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_instagram_20250920,instagram,video,https://ec.example.com/products?campaign=C001,8395,305,20891.05,2025-09-20,instagram,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_twitter_20250920,twitter,carousel,https://ec.example.com/products?campaign=C001,19227,360,21315.12,2025-09-20,twitter,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_youtube_20250920,youtube,video,https://ec.example.com/products?campaign=C001,9153,183,18282.63,2025-09-20,youtube,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_youtube_20250920,youtube,video,https://ec.example.com/products?campaign=C002,10336,213,20804.78,2025-09-20,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20250920,facebook,banner,https://ec.example.com/products?campaign=C002,10554,328,20052.67,2025-09-20,facebook,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_google_20250920,google,video,https://ec.example.com/products?campaign=C002,13827,313,22111.7,2025-09-20,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20250920,twitter,banner,https://ec.example.com/products?campaign=C002,21696,528,21507.77,2025-09-20,twitter,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20250920,instagram,carousel,https://ec.example.com/products?campaign=C003,4229,133,11148.67,2025-09-20,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_twitter_20250920,twitter,banner,https://ec.example.com/products?campaign=C003,10032,227,12219.47,2025-09-20,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20250920,google,video,https://ec.example.com/products?campaign=C003,5626,144,11314.2,2025-09-20,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_youtube_20250920,youtube,story,https://ec.example.com/products?campaign=C003,6298,121,11128.59,2025-09-20,youtube,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_youtube_20250920,youtube,carousel,https://ec.example.com/products?campaign=C004,19227,407,34750.41,2025-09-20,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_google_20250920,google,image,https://ec.example.com/products?campaign=C004,19803,452,34912.59,2025-09-20,google,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_google_20250920,google,carousel,https://ec.example.com/products?campaign=C005,5521,156,13421.76,2025-09-20,google,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_twitter_20250920,twitter,banner,https://ec.example.com/products?campaign=C005,11462,234,13327.69,2025-09-20,twitter,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_instagram_20250920,instagram,banner,https://ec.example.com/products?campaign=C005,7103,221,14565.64,2025-09-20,instagram,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_youtube_20250920,youtube,image,https://ec.example.com/products?campaign=C005,6154,123,13427.59,2025-09-20,youtube,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_facebook_20250920,facebook,image,https://ec.example.com/products?campaign=C006,4346,142,8400.33,2025-09-20,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_instagram_20250920,instagram,carousel,https://ec.example.com/products?campaign=C006,3284,112,9404.82,2025-09-20,instagram,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20250920,google,image,https://ec.example.com/products?campaign=C006,4246,97,8709.96,2025-09-20,google,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20250920,youtube,carousel,https://ec.example.com/products?campaign=C006,5859,102,9198.02,2025-09-20,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_twitter_20250920,twitter,banner,https://ec.example.com/products?campaign=C007,9837,231,10817.09,2025-09-20,twitter,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_instagram_20250920,instagram,carousel,https://ec.example.com/products?campaign=C007,4467,142,11260.2,2025-09-20,instagram,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_google_20250920,google,video,https://ec.example.com/products?campaign=C007,5683,141,11185.74,2025-09-20,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_youtube_20250920,youtube,banner,https://ec.example.com/products?campaign=C007,5201,108,10720.06,2025-09-20,youtube,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_youtube_20250920,youtube,carousel,https://ec.example.com/products?campaign=C008,9906,202,20370.27,2025-09-20,youtube,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_twitter_20250920,twitter,carousel,https://ec.example.com/products?campaign=C008,24388,549,22165.53,2025-09-20,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_instagram_20250920,instagram,image,https://ec.example.com/products?campaign=C008,8516,285,23046.48,2025-09-20,instagram,cpc,ワンピース-セール,ドレス
