campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_facebook_20250929,facebook,banner,https://ec.example.com/products?campaign=C001,8149,279,16693.46,2025-09-29,facebook,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_google_20250929,google,carousel,https://ec.example.com/products?campaign=C001,7884,201,16601.42,2025-09-29,google,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_youtube_20250929,youtube,video,https://ec.example.com/products?campaign=C001,7748,164,16242.83,2025-09-29,youtube,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_twitter_20250929,twitter,image,https://ec.example.com/products?campaign=C002,24027,500,20585.1,2025-09-29,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_google_20250929,google,carousel,https://ec.example.com/products?campaign=C002,13648,327,21481.42,2025-09-29,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20250929,facebook,video,https://ec.example.com/products?campaign=C002,11647,364,20019.98,2025-09-29,facebook,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_facebook_20250929,facebook,carousel,https://ec.example.com/products?campaign=C003,4219,139,9582.47,2025-09-29,facebook,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_twitter_20250929,twitter,banner,https://ec.example.com/products?campaign=C003,7917,167,9011.21,2025-09-29,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_google_20250929,google,banner,https://ec.example.com/products?campaign=C003,4965,106,9576.68,2025-09-29,google,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_instagram_20250929,instagram,image,https://ec.example.com/products?campaign=C003,3404,116,9025.57,2025-09-29,instagram,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_facebook_20250929,facebook,banner,https://ec.example.com/products?campaign=C004,12830,419,28474.3,2025-09-29,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_twitter_20250929,twitter,banner,https://ec.example.com/products?campaign=C004,23230,515,29163.59,2025-09-29,twitter,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_twitter_20250929,twitter,video,https://ec.example.com/products?campaign=C005,14003,274,11598.78,2025-09-29,twitter,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_google_20250929,google,story,https://ec.example.com/products?campaign=C005,5965,143,10577.76,2025-09-29,google,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_facebook_20250929,facebook,carousel,https://ec.example.com/products?campaign=C005,5714,185,11533.56,2025-09-29,facebook,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_instagram_20250929,instagram,video,https://ec.example.com/products?campaign=C005,4099,154,9937.8,2025-09-29,instagram,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_facebook_20250929,facebook,video,https://ec.example.com/products?campaign=C006,9748,267,14786.0,2025-09-29,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_twitter_20250929,twitter,video,https://ec.example.com/products?campaign=C006,13016,253,13980.9,2025-09-29,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_youtube_20250929,youtube,video,https://ec.example.com/products?campaign=C007,4531,91,10166.72,2025-09-29,youtube,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_google_20250929,google,carousel,https://ec.example.com/products?campaign=C007,5469,118,10982.61,2025-09-29,google,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_twitter_20250929,twitter,banner,https://ec.example.com/products?campaign=C007,8716,208,11458.93,2025-09-29,twitter,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_twitter_20250929,twitter,carousel,https://ec.example.com/products?campaign=C008,26840,518,24361.89,2025-09-29,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_facebook_20250929,facebook,banner,https://ec.example.com/products?campaign=C008,18816,507,28568.48,2025-09-29,facebook,cpc,ワンピース-セール,ドレス
