campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_youtube_20251015,youtube,carousel,https://ec.example.com/products?campaign=C001,7392,147,15065.4,2025-10-15,youtube,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_instagram_20251015,instagram,image,https://ec.example.com/products?campaign=C001,6725,211,14588.38,2025-10-15,instagram,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_facebook_20251015,facebook,carousel,https://ec.example.com/products?campaign=C001,6422,206,14148.02,2025-10-15,facebook,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_youtube_20251015,youtube,banner,https://ec.example.com/products?campaign=C002,12840,256,24301.0,2025-10-15,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_twitter_20251015,twitter,video,https://ec.example.com/products?campaign=C002,13821,349,20137.3,2025-10-15,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_facebook_20251015,facebook,story,https://ec.example.com/products?campaign=C002,12881,351,21612.69,2025-10-15,facebook,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20251015,instagram,story,https://ec.example.com/products?campaign=C003,4756,174,13137.13,2025-10-15,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_youtube_20251015,youtube,carousel,https://ec.example.com/products?campaign=C003,8601,148,13274.73,2025-10-15,youtube,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_twitter_20251015,twitter,image,https://ec.example.com/products?campaign=C003,10427,243,13007.43,2025-10-15,twitter,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_twitter_20251015,twitter,image,https://ec.example.com/products?campaign=C004,17364,391,17574.78,2025-10-15,twitter,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_youtube_20251015,youtube,story,https://ec.example.com/products?campaign=C004,7332,153,16958.35,2025-10-15,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_instagram_20251015,instagram,banner,https://ec.example.com/products?campaign=C004,6528,256,18537.6,2025-10-15,instagram,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_youtube_20251015,youtube,banner,https://ec.example.com/products?campaign=C005,13447,253,22799.06,2025-10-15,youtube,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_facebook_20251015,facebook,story,https://ec.example.com/products?campaign=C005,13653,386,22074.15,2025-10-15,facebook,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_google_20251015,google,story,https://ec.example.com/products?campaign=C006,4557,104,7551.3,2025-10-15,google,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_twitter_20251015,twitter,story,https://ec.example.com/products?campaign=C006,9287,184,7383.63,2025-10-15,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_instagram_20251015,instagram,banner,https://ec.example.com/products?campaign=C006,2968,110,6375.11,2025-10-15,instagram,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_facebook_20251015,facebook,image,https://ec.example.com/products?campaign=C006,4322,127,6974.86,2025-10-15,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_facebook_20251015,facebook,banner,https://ec.example.com/products?campaign=C007,6945,184,11051.54,2025-10-15,facebook,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_twitter_20251015,twitter,image,https://ec.example.com/products?campaign=C007,14144,270,11802.45,2025-10-15,twitter,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_google_20251015,google,story,https://ec.example.com/products?campaign=C007,5869,168,11783.57,2025-10-15,google,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_twitter_20251015,twitter,carousel,https://ec.example.com/products?campaign=C008,16656,353,16189.47,2025-10-15,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_google_20251015,google,story,https://ec.example.com/products?campaign=C008,10560,243,15782.69,2025-10-15,google,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_instagram_20251015,instagram,video,https://ec.example.com/products?campaign=C008,10068,306,17999.73,2025-10-15,instagram,cpc,ワンピース-セール,ドレス
