campaign_id,campaign_name,ad_id,ad_platform,ad_format,target_url,impressions,clicks,cost,date,utm_source,utm_medium,utm_campaign,target_category
C001,春夏新作_ドレス,ADC001_instagram_20251105,instagram,story,https://ec.example.com/products?campaign=C001,9326,350,25782.15,2025-11-05,instagram,cpc,春夏新作-ドレス,ドレス
C001,春夏新作_ドレス,ADC001_youtube_20251105,youtube,image,https://ec.example.com/products?campaign=C001,12859,229,22690.29,2025-11-05,youtube,cpc,春夏新作-ドレス,ドレス
C002,セール_アウター,ADC002_twitter_20251105,twitter,story,https://ec.example.com/products?campaign=C002,15531,357,16920.9,2025-11-05,twitter,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_google_20251105,google,carousel,https://ec.example.com/products?campaign=C002,8586,229,15951.02,2025-11-05,google,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_youtube_20251105,youtube,carousel,https://ec.example.com/products?campaign=C002,11499,216,18117.2,2025-11-05,youtube,cpc,セール-アウター,アウター
C002,セール_アウター,ADC002_instagram_20251105,instagram,banner,https://ec.example.com/products?campaign=C002,6040,213,15015.43,2025-11-05,instagram,cpc,セール-アウター,アウター
C003,トレンド_トップス,ADC003_instagram_20251105,instagram,image,https://ec.example.com/products?campaign=C003,6367,199,12138.13,2025-11-05,instagram,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_twitter_20251105,twitter,carousel,https://ec.example.com/products?campaign=C003,11140,273,12439.28,2025-11-05,twitter,cpc,トレンド-トップス,トップス
C003,トレンド_トップス,ADC003_facebook_20251105,facebook,carousel,https://ec.example.com/products?campaign=C003,7942,211,11570.18,2025-11-05,facebook,cpc,トレンド-トップス,トップス
C004,新作_バッグ,ADC004_youtube_20251105,youtube,video,https://ec.example.com/products?campaign=C004,6758,155,18089.7,2025-11-05,youtube,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_facebook_20251105,facebook,image,https://ec.example.com/products?campaign=C004,12066,323,20670.19,2025-11-05,facebook,cpc,新作-バッグ,バッグ
C004,新作_バッグ,ADC004_google_20251105,google,banner,https://ec.example.com/products?campaign=C004,10614,239,19186.52,2025-11-05,google,cpc,新作-バッグ,バッグ
C005,シューズ_プロモ,ADC005_twitter_20251105,twitter,image,https://ec.example.com/products?campaign=C005,17911,338,19147.73,2025-11-05,twitter,cpc,シューズ-プロモ,シューズ
C005,シューズ_プロモ,ADC005_facebook_20251105,facebook,story,https://ec.example.com/products?campaign=C005,9816,288,20375.74,2025-11-05,facebook,cpc,シューズ-プロモ,シューズ
C006,アクセサリー_キャンペーン,ADC006_facebook_20251105,facebook,story,https://ec.example.com/products?campaign=C006,3988,106,7426.4,2025-11-05,facebook,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_youtube_20251105,youtube,carousel,https://ec.example.com/products?campaign=C006,4769,85,7095.34,2025-11-05,youtube,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_twitter_20251105,twitter,video,https://ec.example.com/products?campaign=C006,8367,176,7449.95,2025-11-05,twitter,cpc,アクセサリー-キャンペーン,アクセサリー
C006,アクセサリー_キャンペーン,ADC006_google_20251105,google,image,https://ec.example.com/products?campaign=C006,4814,105,7467.4,2025-11-05,google,cpc,アクセサリー-キャンペーン,アクセサリー
C007,デニム_特集,ADC007_instagram_20251105,instagram,story,https://ec.example.com/products?campaign=C007,3370,133,8620.35,2025-11-05,instagram,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_twitter_20251105,twitter,image,https://ec.example.com/products?campaign=C007,6323,140,7574.29,2025-11-05,twitter,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_facebook_20251105,facebook,video,https://ec.example.com/products?campaign=C007,4161,139,8877.53,2025-11-05,facebook,cpc,デニム-特集,ボトムス
C007,デニム_特集,ADC007_google_20251105,google,banner,https://ec.example.com/products?campaign=C007,4676,108,9079.9,2025-11-05,google,cpc,デニム-特集,ボトムス
C008,ワンピース_セール,ADC008_facebook_20251105,facebook,story,https://ec.example.com/products?campaign=C008,10668,290,17292.17,2025-11-05,facebook,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_twitter_20251105,twitter,banner,https://ec.example.com/products?campaign=C008,15399,377,16577.24,2025-11-05,twitter,cpc,ワンピース-セール,ドレス
C008,ワンピース_セール,ADC008_youtube_20251105,youtube,video,https://ec.example.com/products?campaign=C008,9988,170,18696.23,2025-11-05,youtube,cpc,ワンピース-セール,ドレス
