click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000081901,2025-11-15 00:05:03,C001,ADC001_youtube_20251114,U014436,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.181.137,Mozilla/5.0 (mobile)
CLK0000081902,2025-11-14 21:10:19,C001,ADC001_youtube_20251114,U005623,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.73.124,Mozilla/5.0 (tablet)
CLK0000081903,2025-11-15 03:13:42,C001,ADC001_youtube_20251114,U004278,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.180.252,Mozilla/5.0 (mobile)
CLK0000081904,2025-11-15 07:43:00,C001,ADC001_youtube_20251114,U010702,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.255.186,Mozilla/5.0 (desktop)
CLK0000081905,2025-11-15 00:42:17,C001,ADC001_youtube_20251114,U001749,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.185.151,Mozilla/5.0 (desktop)
CLK0000081906,2025-11-15 02:16:40,C001,ADC001_youtube_20251114,U003487,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.86.231,Mozilla/5.0 (mobile)
CLK0000081907,2025-11-14 22:26:57,C001,ADC001_youtube_20251114,U012727,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.175.123,Mozilla/5.0 (mobile)
CLK0000081908,2025-11-14 23:52:24,C001,ADC001_youtube_20251114,U015082,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.105.251,Mozilla/5.0 (mobile)
CLK0000081909,2025-11-14 18:19:37,C001,ADC001_youtube_20251114,U007668,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.95.238,Mozilla/5.0 (mobile)
CLK0000081910,2025-11-15 00:50:01,C001,ADC001_youtube_20251114,U004725,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.160.13,Mozilla/5.0 (mobile)
CLK0000081911,2025-11-15 03:15:57,C001,ADC001_youtube_20251114,U007793,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.183.85,Mozilla/5.0 (desktop)
CLK0000081912,2025-11-15 01:43:17,C001,ADC001_youtube_20251114,U017012,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.35.57,Mozilla/5.0 (mobile)
CLK0000081913,2025-11-14 18:22:45,C001,ADC001_youtube_20251114,U014528,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.170.185,Mozilla/5.0 (tablet)
CLK0000081914,2025-11-14 22:33:45,C001,ADC001_youtube_20251114,U009338,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.105.9,Mozilla/5.0 (mobile)
CLK0000081915,2025-11-15 00:30:37,C001,ADC001_youtube_20251114,U002984,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.114.5,Mozilla/5.0 (mobile)
CLK0000081916,2025-11-14 23:14:44,C001,ADC001_youtube_20251114,U016072,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.78.8,Mozilla/5.0 (mobile)
CLK0000081917,2025-11-15 07:57:18,C001,ADC001_youtube_20251114,U005925,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.93.47,Mozilla/5.0 (mobile)
CLK0000081918,2025-11-14 23:19:33,C001,ADC001_youtube_20251114,U011349,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.108.23,Mozilla/5.0 (mobile)
CLK0000081919,2025-11-14 20:36:59,C001,ADC001_youtube_20251114,U004418,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.193.160,Mozilla/5.0 (mobile)
CLK0000081920,2025-11-14 23:26:07,C001,ADC001_youtube_20251114,U019697,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.94.230,Mozilla/5.0 (tablet)
CLK0000081921,2025-11-15 08:31:12,C001,ADC001_youtube_20251114,U013140,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.112.231,Mozilla/5.0 (mobile)
CLK0000081922,2025-11-14 16:44:42,C001,ADC001_youtube_20251114,U013483,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.60.240,Mozilla/5.0 (desktop)
CLK0000081923,2025-11-14 18:45:50,C001,ADC001_youtube_20251114,U002561,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.9.239,Mozilla/5.0 (desktop)
CLK0000081924,2025-11-15 02:58:13,C001,ADC001_youtube_20251114,U017065,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.208.36,Mozilla/5.0 (desktop)
CLK0000081925,2025-11-14 15:55:49,C001,ADC001_youtube_20251114,U015755,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.114.202,Mozilla/5.0 (mobile)
CLK0000081926,2025-11-14 18:44:13,C001,ADC001_youtube_20251114,U009149,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.117.182,Mozilla/5.0 (mobile)
CLK0000081927,2025-11-15 13:25:18,C001,ADC001_youtube_20251114,U019794,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.131.2,Mozilla/5.0 (mobile)
CLK0000081928,2025-11-14 17:11:40,C001,ADC001_youtube_20251114,U019863,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.202.27,Mozilla/5.0 (mobile)
CLK0000081929,2025-11-15 14:21:08,C001,ADC001_youtube_20251114,U010920,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.213.225,Mozilla/5.0 (mobile)
CLK0000081930,2025-11-14 23:38:50,C001,ADC001_youtube_20251114,U017735,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.29.35,Mozilla/5.0 (mobile)
CLK0000081931,2025-11-15 05:41:11,C001,ADC001_youtube_20251114,U009545,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.107.92,Mozilla/5.0 (mobile)
