click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000011301,2025-09-16 11:25:02,C001,ADC001_google_20250915,U016134,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.167.215,Mozilla/5.0 (desktop)
CLK0000011302,2025-09-16 09:47:35,C001,ADC001_google_20250915,U005761,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.114.185,Mozilla/5.0 (tablet)
CLK0000011303,2025-09-16 14:19:01,C001,ADC001_google_20250915,U001220,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.218.125,Mozilla/5.0 (mobile)
CLK0000011304,2025-09-16 01:17:18,C001,ADC001_google_20250915,U001925,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.47.200,Mozilla/5.0 (mobile)
CLK0000011305,2025-09-16 05:03:10,C001,ADC001_google_20250915,U010294,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.186.69,Mozilla/5.0 (mobile)
CLK0000011306,2025-09-15 21:56:24,C001,ADC001_google_20250915,U016790,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.167.122,Mozilla/5.0 (mobile)
CLK0000011307,2025-09-16 01:24:21,C001,ADC001_google_20250915,U002006,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.83.82,Mozilla/5.0 (mobile)
CLK0000011308,2025-09-16 04:03:47,C001,ADC001_google_20250915,U018367,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.189.132,Mozilla/5.0 (desktop)
CLK0000011309,2025-09-16 04:46:51,C001,ADC001_google_20250915,U010164,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.199.246,Mozilla/5.0 (mobile)
CLK0000011310,2025-09-15 21:40:16,C001,ADC001_google_20250915,U011029,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.6.32,Mozilla/5.0 (mobile)
CLK0000011311,2025-09-16 08:19:59,C001,ADC001_google_20250915,U011491,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.27.209,Mozilla/5.0 (mobile)
CLK0000011312,2025-09-16 10:11:45,C001,ADC001_google_20250915,U007559,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.38.62,Mozilla/5.0 (desktop)
CLK0000011313,2025-09-16 03:36:14,C001,ADC001_google_20250915,U009946,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.16.42,Mozilla/5.0 (mobile)
CLK0000011314,2025-09-16 14:43:02,C001,ADC001_google_20250915,U014091,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.237.30,Mozilla/5.0 (mobile)
CLK0000011315,2025-09-16 08:44:09,C001,ADC001_google_20250915,U011975,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.169.37,Mozilla/5.0 (mobile)
CLK0000011316,2025-09-15 20:58:02,C001,ADC001_google_20250915,U015770,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.228.53,Mozilla/5.0 (desktop)
CLK0000011317,2025-09-16 15:29:02,C001,ADC001_google_20250915,U019944,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.136.176,Mozilla/5.0 (mobile)
CLK0000011318,2025-09-16 05:43:36,C001,ADC001_google_20250915,U013311,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.206.85,Mozilla/5.0 (mobile)
CLK0000011319,2025-09-15 23:49:30,C001,ADC001_google_20250915,U002737,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.166.232,Mozilla/5.0 (mobile)
CLK0000011320,2025-09-15 19:53:33,C001,ADC001_google_20250915,U012692,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.128.167,Mozilla/5.0 (desktop)
CLK0000011321,2025-09-16 11:42:01,C001,ADC001_google_20250915,U015006,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.57.58,Mozilla/5.0 (mobile)
CLK0000011322,2025-09-16 15:15:05,C001,ADC001_google_20250915,U007080,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.249.232,Mozilla/5.0 (mobile)
CLK0000011323,2025-09-15 18:40:09,C001,ADC001_google_20250915,U009304,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.77.109,Mozilla/5.0 (mobile)
CLK0000011324,2025-09-16 15:24:12,C001,ADC001_google_20250915,U015847,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.139.37,Mozilla/5.0 (mobile)
CLK0000011325,2025-09-16 09:12:50,C001,ADC001_google_20250915,U018627,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.255.86,Mozilla/5.0 (mobile)
CLK0000011326,2025-09-16 15:14:54,C001,ADC001_google_20250915,U001300,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.45.22,Mozilla/5.0 (mobile)
CLK0000011327,2025-09-15 23:09:40,C001,ADC001_google_20250915,U011467,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.245.164,Mozilla/5.0 (mobile)
CLK0000011328,2025-09-16 05:09:10,C001,ADC001_google_20250915,U009349,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.238.52,Mozilla/5.0 (tablet)
CLK0000011329,2025-09-15 22:21:41,C001,ADC001_google_20250915,U001853,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.152.74,Mozilla/5.0 (mobile)
CLK0000011330,2025-09-16 01:36:29,C001,ADC001_google_20250915,U001039,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.184.243,Mozilla/5.0 (desktop)
