click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000022851,2025-09-26 08:21:45,C001,ADC001_twitter_20250925,U010529,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.15.5,Mozilla/5.0 (mobile)
CLK0000022852,2025-09-25 22:20:02,C001,ADC001_twitter_20250925,U016437,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.180.28,Mozilla/5.0 (mobile)
CLK0000022853,2025-09-25 19:55:26,C001,ADC001_twitter_20250925,U014358,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.12.96,Mozilla/5.0 (mobile)
CLK0000022854,2025-09-26 11:40:36,C001,ADC001_twitter_20250925,U018187,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.148.26,Mozilla/5.0 (mobile)
CLK0000022855,2025-09-25 21:24:00,C001,ADC001_twitter_20250925,U000988,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.119.1,Mozilla/5.0 (mobile)
CLK0000022856,2025-09-26 11:14:45,C001,ADC001_twitter_20250925,U019845,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.136.151,Mozilla/5.0 (mobile)
CLK0000022857,2025-09-26 07:16:37,C001,ADC001_twitter_20250925,U001886,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.193.138,Mozilla/5.0 (desktop)
CLK0000022858,2025-09-25 16:22:07,C001,ADC001_twitter_20250925,U013898,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.118.3,Mozilla/5.0 (mobile)
CLK0000022859,2025-09-26 14:20:34,C001,ADC001_twitter_20250925,U015827,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.142.203,Mozilla/5.0 (mobile)
CLK0000022860,2025-09-25 21:23:39,C001,ADC001_twitter_20250925,U002835,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.123.68,Mozilla/5.0 (mobile)
CLK0000022861,2025-09-26 01:43:08,C001,ADC001_twitter_20250925,U019407,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.171.206,Mozilla/5.0 (mobile)
CLK0000022862,2025-09-26 00:18:22,C001,ADC001_twitter_20250925,U016001,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.179.246,Mozilla/5.0 (mobile)
CLK0000022863,2025-09-26 05:02:45,C001,ADC001_twitter_20250925,U017548,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.52.6,Mozilla/5.0 (mobile)
CLK0000022864,2025-09-25 21:08:14,C001,ADC001_twitter_20250925,U018090,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.194.221,Mozilla/5.0 (mobile)
CLK0000022865,2025-09-25 23:47:47,C001,ADC001_twitter_20250925,U007583,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.21.137,Mozilla/5.0 (mobile)
CLK0000022866,2025-09-25 22:28:33,C001,ADC001_twitter_20250925,U010683,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.157.199,Mozilla/5.0 (mobile)
CLK0000022867,2025-09-26 07:07:58,C001,ADC001_twitter_20250925,U001750,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.173.195,Mozilla/5.0 (desktop)
CLK0000022868,2025-09-26 03:10:46,C001,ADC001_twitter_20250925,U015947,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.93.131,Mozilla/5.0 (desktop)
CLK0000022869,2025-09-25 21:39:42,C001,ADC001_twitter_20250925,U002049,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.143.61,Mozilla/5.0 (mobile)
CLK0000022870,2025-09-25 22:12:06,C001,ADC001_twitter_20250925,U003995,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.51.52,Mozilla/5.0 (desktop)
CLK0000022871,2025-09-26 03:08:17,C001,ADC001_twitter_20250925,U009375,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.204.67,Mozilla/5.0 (mobile)
CLK0000022872,2025-09-26 08:09:53,C001,ADC001_twitter_20250925,U002769,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.145.81,Mozilla/5.0 (mobile)
CLK0000022873,2025-09-26 00:13:20,C001,ADC001_twitter_20250925,U004421,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.190.252,Mozilla/5.0 (mobile)
CLK0000022874,2025-09-26 03:35:07,C001,ADC001_twitter_20250925,U016982,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.180.216,Mozilla/5.0 (desktop)
CLK0000022875,2025-09-25 19:01:31,C001,ADC001_twitter_20250925,U003995,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.46.56,Mozilla/5.0 (desktop)
CLK0000022876,2025-09-25 17:42:43,C001,ADC001_twitter_20250925,U017975,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.32.1,Mozilla/5.0 (mobile)
