click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000037201,2025-10-08 01:56:16,C001,ADC001_facebook_20251007,U004459,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.86.85,Mozilla/5.0 (mobile)
CLK0000037202,2025-10-08 06:29:28,C001,ADC001_facebook_20251007,U015811,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.133.8,Mozilla/5.0 (desktop)
CLK0000037203,2025-10-08 10:14:52,C001,ADC001_facebook_20251007,U018311,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.145.2,Mozilla/5.0 (desktop)
CLK0000037204,2025-10-08 13:44:20,C001,ADC001_facebook_20251007,U018361,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.171.122,Mozilla/5.0 (mobile)
CLK0000037205,2025-10-08 04:01:35,C001,ADC001_facebook_20251007,U017622,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.144.3,Mozilla/5.0 (mobile)
CLK0000037206,2025-10-08 06:50:55,C001,ADC001_facebook_20251007,U007860,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.29.155,Mozilla/5.0 (mobile)
CLK0000037207,2025-10-08 00:20:48,C001,ADC001_facebook_20251007,U012480,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.228.80,Mozilla/5.0 (tablet)
CLK0000037208,2025-10-08 01:21:24,C001,ADC001_facebook_20251007,U014445,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.59.99,Mozilla/5.0 (mobile)
CLK0000037209,2025-10-08 14:16:03,C001,ADC001_facebook_20251007,U003774,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.196.54,Mozilla/5.0 (mobile)
CLK0000037210,2025-10-08 02:54:31,C001,ADC001_facebook_20251007,U009639,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.244.17,Mozilla/5.0 (mobile)
CLK0000037211,2025-10-08 07:54:13,C001,ADC001_facebook_20251007,U004740,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.240.128,Mozilla/5.0 (mobile)
CLK0000037212,2025-10-07 17:55:46,C001,ADC001_facebook_20251007,U004801,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.251.138,Mozilla/5.0 (mobile)
CLK0000037213,2025-10-07 17:47:22,C001,ADC001_facebook_20251007,U015126,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.208.140,Mozilla/5.0 (mobile)
CLK0000037214,2025-10-07 23:26:40,C001,ADC001_facebook_20251007,U001928,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.30.162,Mozilla/5.0 (mobile)
