click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000103151,2025-12-03 10:32:53,C001,ADC001_youtube_20251202,U003706,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.195.59,Mozilla/5.0 (desktop)
CLK0000103152,2025-12-02 19:30:47,C001,ADC001_youtube_20251202,U018609,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.100.225,Mozilla/5.0 (mobile)
CLK0000103153,2025-12-02 15:47:37,C001,ADC001_youtube_20251202,U004389,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.242.71,Mozilla/5.0 (desktop)
CLK0000103154,2025-12-03 13:39:07,C001,ADC001_youtube_20251202,U019755,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.254.186,Mozilla/5.0 (desktop)
CLK0000103155,2025-12-03 10:31:24,C001,ADC001_youtube_20251202,U002454,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.56.157,Mozilla/5.0 (mobile)
CLK0000103156,2025-12-02 20:20:24,C001,ADC001_youtube_20251202,U010055,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.49.239,Mozilla/5.0 (desktop)
CLK0000103157,2025-12-03 07:45:06,C001,ADC001_youtube_20251202,U005069,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.140.243,Mozilla/5.0 (mobile)
CLK0000103158,2025-12-02 20:20:35,C001,ADC001_youtube_20251202,U007779,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.161.169,Mozilla/5.0 (desktop)
CLK0000103159,2025-12-03 05:15:29,C001,ADC001_youtube_20251202,U007806,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.125.34,Mozilla/5.0 (tablet)
CLK0000103160,2025-12-02 17:14:59,C001,ADC001_youtube_20251202,U007814,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.228.185,Mozilla/5.0 (mobile)
CLK0000103161,2025-12-03 01:51:29,C001,ADC001_youtube_20251202,U006071,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.96.229,Mozilla/5.0 (mobile)
CLK0000103162,2025-12-02 21:27:28,C001,ADC001_youtube_20251202,U004726,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.11.133,Mozilla/5.0 (mobile)
CLK0000103163,2025-12-03 07:53:00,C001,ADC001_youtube_20251202,U017438,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.227.6,Mozilla/5.0 (desktop)
CLK0000103164,2025-12-02 20:52:46,C001,ADC001_youtube_20251202,U006180,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.70.106,Mozilla/5.0 (desktop)
CLK0000103165,2025-12-03 02:59:30,C001,ADC001_youtube_20251202,U001382,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.232.232,Mozilla/5.0 (desktop)
CLK0000103166,2025-12-02 16:13:07,C001,ADC001_youtube_20251202,U004623,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.222.39,Mozilla/5.0 (tablet)
CLK0000103167,2025-12-03 12:29:05,C001,ADC001_youtube_20251202,U013267,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.162.23,Mozilla/5.0 (tablet)
CLK0000103168,2025-12-03 02:23:03,C001,ADC001_youtube_20251202,U017992,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.215.217,Mozilla/5.0 (desktop)
CLK0000103169,2025-12-03 05:22:12,C001,ADC001_youtube_20251202,U011456,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.44.160,Mozilla/5.0 (desktop)
CLK0000103170,2025-12-03 11:57:59,C001,ADC001_youtube_20251202,U006067,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.46.67,Mozilla/5.0 (desktop)
