click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000068201,2025-11-03 02:54:24,C001,ADC001_google_20251102,U015495,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.213.71,Mozilla/5.0 (desktop)
CLK0000068202,2025-11-03 09:16:32,C001,ADC001_google_20251102,U014784,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.158.142,Mozilla/5.0 (desktop)
CLK0000068203,2025-11-02 20:28:45,C001,ADC001_google_20251102,U011991,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.116.234,Mozilla/5.0 (tablet)
CLK0000068204,2025-11-03 00:42:10,C001,ADC001_google_20251102,U019009,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.246.90,Mozilla/5.0 (desktop)
CLK0000068205,2025-11-03 11:39:35,C001,ADC001_google_20251102,U016661,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.21.128,Mozilla/5.0 (mobile)
CLK0000068206,2025-11-03 03:56:36,C001,ADC001_google_20251102,U006508,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.10.155,Mozilla/5.0 (desktop)
CLK0000068207,2025-11-02 21:16:36,C001,ADC001_google_20251102,U002001,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.1.33,Mozilla/5.0 (mobile)
CLK0000068208,2025-11-02 21:12:23,C001,ADC001_google_20251102,U014309,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.2.56,Mozilla/5.0 (mobile)
CLK0000068209,2025-11-03 06:34:26,C001,ADC001_google_20251102,U007264,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.163.232,Mozilla/5.0 (mobile)
CLK0000068210,2025-11-02 16:05:42,C001,ADC001_google_20251102,U019512,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.34.108,Mozilla/5.0 (desktop)
CLK0000068211,2025-11-03 04:41:21,C001,ADC001_google_20251102,U001205,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.92.13,Mozilla/5.0 (tablet)
CLK0000068212,2025-11-03 07:43:19,C001,ADC001_google_20251102,U019157,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.255.171,Mozilla/5.0 (mobile)
CLK0000068213,2025-11-02 22:15:15,C001,ADC001_google_20251102,U009354,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.219.249,Mozilla/5.0 (mobile)
CLK0000068214,2025-11-03 12:00:19,C001,ADC001_google_20251102,U007652,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.203.204,Mozilla/5.0 (mobile)
CLK0000068215,2025-11-02 22:49:26,C001,ADC001_google_20251102,U010126,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.251.151,Mozilla/5.0 (desktop)
CLK0000068216,2025-11-02 23:33:24,C001,ADC001_google_20251102,U014363,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.160.180,Mozilla/5.0 (desktop)
CLK0000068217,2025-11-03 02:53:04,C001,ADC001_google_20251102,U007211,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.80.234,Mozilla/5.0 (tablet)
CLK0000068218,2025-11-02 20:52:59,C001,ADC001_google_20251102,U014880,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.193.238,Mozilla/5.0 (mobile)
CLK0000068219,2025-11-02 18:49:30,C001,ADC001_google_20251102,U016069,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.176.43,Mozilla/5.0 (desktop)
CLK0000068220,2025-11-03 12:41:52,C001,ADC001_google_20251102,U017150,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.6.120,Mozilla/5.0 (mobile)
CLK0000068221,2025-11-03 05:36:18,C001,ADC001_google_20251102,U005608,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.37.221,Mozilla/5.0 (mobile)
CLK0000068222,2025-11-03 03:52:00,C001,ADC001_google_20251102,U016659,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.190.226,Mozilla/5.0 (desktop)
CLK0000068223,2025-11-03 02:21:30,C001,ADC001_google_20251102,U007143,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.97.64,Mozilla/5.0 (desktop)
CLK0000068224,2025-11-03 04:09:13,C001,ADC001_google_20251102,U000875,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.137.194,Mozilla/5.0 (mobile)
CLK0000068225,2025-11-03 03:01:40,C001,ADC001_google_20251102,U003536,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.178.159,Mozilla/5.0 (desktop)
CLK0000068226,2025-11-03 11:10:20,C001,ADC001_google_20251102,U002394,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.227.1,Mozilla/5.0 (desktop)
CLK0000068227,2025-11-03 07:44:28,C001,ADC001_google_20251102,U003614,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.133.52,Mozilla/5.0 (mobile)
CLK0000068228,2025-11-03 11:50:59,C001,ADC001_google_20251102,U014661,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.37.221,Mozilla/5.0 (desktop)
CLK0000068229,2025-11-03 09:08:26,C001,ADC001_google_20251102,U003206,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.136.36,Mozilla/5.0 (tablet)
CLK0000068230,2025-11-02 20:11:20,C001,ADC001_google_20251102,U013390,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.241.134,Mozilla/5.0 (tablet)
CLK0000068231,2025-11-03 02:07:51,C001,ADC001_google_20251102,U019845,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.65.90,Mozilla/5.0 (desktop)
CLK0000068232,2025-11-02 22:00:05,C001,ADC001_google_20251102,U012318,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.188.152,Mozilla/5.0 (desktop)
CLK0000068233,2025-11-03 12:47:21,C001,ADC001_google_20251102,U005608,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.108.20,Mozilla/5.0 (mobile)
CLK0000068234,2025-11-02 16:57:22,C001,ADC001_google_20251102,U009316,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.147.183,Mozilla/5.0 (mobile)
CLK0000068235,2025-11-02 23:49:22,C001,ADC001_google_20251102,U017034,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.107.23,Mozilla/5.0 (mobile)
CLK0000068236,2025-11-03 10:10:12,C001,ADC001_google_20251102,U010767,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.153.86,Mozilla/5.0 (mobile)
CLK0000068237,2025-11-03 11:55:09,C001,ADC001_google_20251102,U010188,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.103.152,Mozilla/5.0 (desktop)
CLK0000068238,2025-11-02 22:41:55,C001,ADC001_google_20251102,U015001,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.21.143,Mozilla/5.0 (mobile)
CLK0000068239,2025-11-03 12:52:24,C001,ADC001_google_20251102,U017816,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.145.233,Mozilla/5.0 (mobile)
