click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000008851,2025-09-14 10:22:28,C001,ADC001_instagram_20250913,U007447,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.223.214,Mozilla/5.0 (mobile)
CLK0000008852,2025-09-13 16:08:15,C001,ADC001_instagram_20250913,U014258,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.87.10,Mozilla/5.0 (mobile)
CLK0000008853,2025-09-14 10:23:27,C001,ADC001_instagram_20250913,U003323,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.159.137,Mozilla/5.0 (desktop)
CLK0000008854,2025-09-13 18:54:59,C001,ADC001_instagram_20250913,U005204,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.243.46,Mozilla/5.0 (tablet)
CLK0000008855,2025-09-14 09:43:08,C001,ADC001_instagram_20250913,U011329,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.9.212,Mozilla/5.0 (desktop)
CLK0000008856,2025-09-14 14:57:28,C001,ADC001_instagram_20250913,U001846,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.102.1,Mozilla/5.0 (mobile)
CLK0000008857,2025-09-14 09:17:20,C001,ADC001_instagram_20250913,U015804,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.148.210,Mozilla/5.0 (desktop)
CLK0000008858,2025-09-13 23:00:05,C001,ADC001_instagram_20250913,U017357,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.75.153,Mozilla/5.0 (mobile)
CLK0000008859,2025-09-14 10:52:10,C001,ADC001_instagram_20250913,U013225,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.115.22,Mozilla/5.0 (mobile)
CLK0000008860,2025-09-14 07:59:00,C001,ADC001_instagram_20250913,U003147,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.246.239,Mozilla/5.0 (mobile)
CLK0000008861,2025-09-14 15:22:00,C001,ADC001_instagram_20250913,U000800,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.178.201,Mozilla/5.0 (mobile)
CLK0000008862,2025-09-14 12:02:28,C001,ADC001_instagram_20250913,U000432,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.16.119,Mozilla/5.0 (mobile)
