click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000060001,2025-10-27 12:43:11,C001,ADC001_youtube_20251026,U014880,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.61.76,Mozilla/5.0 (tablet)
CLK0000060002,2025-10-27 00:08:51,C001,ADC001_youtube_20251026,U012005,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.140.249,Mozilla/5.0 (mobile)
CLK0000060003,2025-10-27 11:46:58,C001,ADC001_youtube_20251026,U008890,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.196.105,Mozilla/5.0 (desktop)
CLK0000060004,2025-10-27 15:25:42,C001,ADC001_youtube_20251026,U014114,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.164.224,Mozilla/5.0 (mobile)
CLK0000060005,2025-10-27 08:51:09,C001,ADC001_youtube_20251026,U002998,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.157.187,Mozilla/5.0 (mobile)
CLK0000060006,2025-10-26 17:49:35,C001,ADC001_youtube_20251026,U015612,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.211.16,Mozilla/5.0 (desktop)
CLK0000060007,2025-10-27 14:35:01,C001,ADC001_youtube_20251026,U005868,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.192.136,Mozilla/5.0 (tablet)
CLK0000060008,2025-10-27 10:16:19,C001,ADC001_youtube_20251026,U002265,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.168.154,Mozilla/5.0 (mobile)
CLK0000060009,2025-10-26 22:56:14,C001,ADC001_youtube_20251026,U014564,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.130.11,Mozilla/5.0 (desktop)
CLK0000060010,2025-10-27 13:58:32,C001,ADC001_youtube_20251026,U019782,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.182.48,Mozilla/5.0 (mobile)
CLK0000060011,2025-10-27 04:53:05,C001,ADC001_youtube_20251026,U016235,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.126.14,Mozilla/5.0 (mobile)
CLK0000060012,2025-10-27 00:05:44,C001,ADC001_youtube_20251026,U004578,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.249.25,Mozilla/5.0 (mobile)
