click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000007751,2025-09-13 13:06:14,C001,ADC001_twitter_20250912,U011492,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.180.47,Mozilla/5.0 (mobile)
CLK0000007752,2025-09-13 09:10:53,C001,ADC001_twitter_20250912,U011527,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.70.42,Mozilla/5.0 (desktop)
CLK0000007753,2025-09-13 14:30:24,C001,ADC001_twitter_20250912,U002218,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.65.140,Mozilla/5.0 (mobile)
CLK0000007754,2025-09-12 17:00:21,C001,ADC001_twitter_20250912,U009709,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.32.219,Mozilla/5.0 (desktop)
CLK0000007755,2025-09-13 12:18:40,C001,ADC001_twitter_20250912,U010835,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.152.122,Mozilla/5.0 (tablet)
CLK0000007756,2025-09-13 03:19:55,C001,ADC001_twitter_20250912,U019331,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.231.231,Mozilla/5.0 (desktop)
CLK0000007757,2025-09-13 10:55:38,C001,ADC001_twitter_20250912,U012061,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.40.143,Mozilla/5.0 (tablet)
CLK0000007758,2025-09-12 18:32:40,C001,ADC001_twitter_20250912,U000516,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.59.189,Mozilla/5.0 (mobile)
CLK0000007759,2025-09-12 18:58:38,C001,ADC001_twitter_20250912,U015782,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.64.87,Mozilla/5.0 (mobile)
CLK0000007760,2025-09-12 20:01:01,C001,ADC001_twitter_20250912,U014622,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.91.107,Mozilla/5.0 (mobile)
CLK0000007761,2025-09-13 15:23:52,C001,ADC001_twitter_20250912,U002979,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.64.46,Mozilla/5.0 (desktop)
CLK0000007762,2025-09-13 03:30:48,C001,ADC001_twitter_20250912,U010308,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.170.238,Mozilla/5.0 (mobile)
CLK0000007763,2025-09-13 04:01:46,C001,ADC001_twitter_20250912,U000202,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.15.108,Mozilla/5.0 (mobile)
CLK0000007764,2025-09-12 22:52:34,C001,ADC001_twitter_20250912,U004635,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.15.182,Mozilla/5.0 (mobile)
CLK0000007765,2025-09-13 10:10:15,C001,ADC001_twitter_20250912,U019242,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.224.202,Mozilla/5.0 (desktop)
CLK0000007766,2025-09-12 19:30:07,C001,ADC001_twitter_20250912,U009830,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.47.196,Mozilla/5.0 (desktop)
CLK0000007767,2025-09-13 12:25:16,C001,ADC001_twitter_20250912,U005807,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.95.161,Mozilla/5.0 (desktop)
CLK0000007768,2025-09-13 01:21:09,C001,ADC001_twitter_20250912,U016507,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.0.36,Mozilla/5.0 (desktop)
CLK0000007769,2025-09-13 12:08:14,C001,ADC001_twitter_20250912,U019469,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.134.95,Mozilla/5.0 (mobile)
