click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000004401,2025-09-10 03:21:19,C001,ADC001_twitter_20250909,U010152,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.191.126,Mozilla/5.0 (mobile)
CLK0000004402,2025-09-09 22:55:05,C001,ADC001_twitter_20250909,U009861,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.201.208,Mozilla/5.0 (desktop)
CLK0000004403,2025-09-09 23:17:51,C001,ADC001_twitter_20250909,U002133,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.213.229,Mozilla/5.0 (mobile)
CLK0000004404,2025-09-09 22:43:21,C001,ADC001_twitter_20250909,U010358,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.110.201,Mozilla/5.0 (mobile)
CLK0000004405,2025-09-10 10:24:33,C001,ADC001_twitter_20250909,U017184,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.3.236,Mozilla/5.0 (mobile)
CLK0000004406,2025-09-09 20:23:10,C001,ADC001_twitter_20250909,U013008,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.178.207,Mozilla/5.0 (mobile)
CLK0000004407,2025-09-09 21:16:44,C001,ADC001_twitter_20250909,U003861,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.242.117,Mozilla/5.0 (mobile)
CLK0000004408,2025-09-10 08:24:25,C001,ADC001_twitter_20250909,U002308,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.218.146,Mozilla/5.0 (desktop)
CLK0000004409,2025-09-09 18:32:16,C001,ADC001_twitter_20250909,U014512,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.56.78,Mozilla/5.0 (mobile)
CLK0000004410,2025-09-10 05:40:53,C001,ADC001_twitter_20250909,U009395,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.146.251,Mozilla/5.0 (tablet)
CLK0000004411,2025-09-09 16:41:38,C001,ADC001_twitter_20250909,U001623,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.136.40,Mozilla/5.0 (mobile)
CLK0000004412,2025-09-09 15:44:53,C001,ADC001_twitter_20250909,U019855,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.61.97,Mozilla/5.0 (tablet)
CLK0000004413,2025-09-09 21:43:24,C001,ADC001_twitter_20250909,U018807,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.84.163,Mozilla/5.0 (mobile)
CLK0000004414,2025-09-09 17:37:22,C001,ADC001_twitter_20250909,U012614,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.231.96,Mozilla/5.0 (mobile)
CLK0000004415,2025-09-10 07:27:08,C001,ADC001_twitter_20250909,U006938,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.254.226,Mozilla/5.0 (mobile)
CLK0000004416,2025-09-10 07:41:18,C001,ADC001_twitter_20250909,U005593,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.245.147,Mozilla/5.0 (desktop)
CLK0000004417,2025-09-10 01:11:38,C001,ADC001_twitter_20250909,U014923,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.112.239,Mozilla/5.0 (desktop)
CLK0000004418,2025-09-10 14:33:42,C001,ADC001_twitter_20250909,U002471,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.43.217,Mozilla/5.0 (tablet)
CLK0000004419,2025-09-10 15:01:09,C001,ADC001_twitter_20250909,U017040,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.103.200,Mozilla/5.0 (desktop)
