click_id,click_timestamp,campaign_id,ad_id,user_id,landing_page_url,utm_campaign,device_type,ip_address,user_agent
CLK0000025551,2025-09-28 07:14:42,C001,ADC001_google_20250927,U016873,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.173.201,Mozilla/5.0 (mobile)
CLK0000025552,2025-09-28 01:18:54,C001,ADC001_google_20250927,U010221,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.160.6,Mozilla/5.0 (desktop)
CLK0000025553,2025-09-28 05:54:46,C001,ADC001_google_20250927,U003395,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.13.155,Mozilla/5.0 (desktop)
CLK0000025554,2025-09-28 00:02:10,C001,ADC001_google_20250927,U004135,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.29.228,Mozilla/5.0 (mobile)
CLK0000025555,2025-09-28 08:45:03,C001,ADC001_google_20250927,U002236,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.167.64,Mozilla/5.0 (tablet)
CLK0000025556,2025-09-28 02:00:12,C001,ADC001_google_20250927,U004843,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.207.67,Mozilla/5.0 (desktop)
CLK0000025557,2025-09-28 14:12:11,C001,ADC001_google_20250927,U003690,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.64.159,Mozilla/5.0 (desktop)
CLK0000025558,2025-09-28 11:12:14,C001,ADC001_google_20250927,U018348,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.222.167,Mozilla/5.0 (desktop)
CLK0000025559,2025-09-28 06:56:56,C001,ADC001_google_20250927,U016647,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.118.90,Mozilla/5.0 (mobile)
CLK0000025560,2025-09-28 05:24:29,C001,ADC001_google_20250927,U013341,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.180.125,Mozilla/5.0 (desktop)
CLK0000025561,2025-09-28 07:10:30,C001,ADC001_google_20250927,U019467,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.124.172,Mozilla/5.0 (mobile)
CLK0000025562,2025-09-27 23:18:35,C001,ADC001_google_20250927,U004592,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.97.132,Mozilla/5.0 (tablet)
CLK0000025563,2025-09-28 09:47:16,C001,ADC001_google_20250927,U007589,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,tablet,192.168.70.146,Mozilla/5.0 (tablet)
CLK0000025564,2025-09-28 00:39:56,C001,ADC001_google_20250927,U002168,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.38.158,Mozilla/5.0 (desktop)
CLK0000025565,2025-09-28 08:15:14,C001,ADC001_google_20250927,U012790,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.245.42,Mozilla/5.0 (mobile)
CLK0000025566,2025-09-27 22:33:16,C001,ADC001_google_20250927,U017568,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.123.162,Mozilla/5.0 (mobile)
CLK0000025567,2025-09-28 14:21:22,C001,ADC001_google_20250927,U015568,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,desktop,192.168.96.135,Mozilla/5.0 (desktop)
CLK0000025568,2025-09-28 11:23:53,C001,ADC001_google_20250927,U009884,https://ec.example.com/products?campaign=C001,春夏新作-ドレス,mobile,192.168.214.111,Mozilla/5.0 (mobile)
